20200301\060018\062619\Os 7A\Surpresa/Bem-Vindo à Vizinhança\1\7\Alfred Gimeno, Charles Visser\2014\Os 7A se passa no mundo de conto de fadas da Terra da alegria e conta a história de Feliz, Dengoso, Soneca, Atchim, Dunga, Zangado e Mestre, que precisam trabalhar juntos para manter a ordem do reino. Cruel e Hildy Gloom, um casal de bruxos, estão em seu caminho e planejam tirar a Lady Graça do trono para dominar a Terra da alegria. Situado na Floresta Encantada, o extravagante vilarejo da Terra da alegria é o lar dos Sete Anões e onde eles trabalham em sua mina de joias. Quando chamados pelo Sino Ding Dong, um sino mágico que vem do céu sempre que a Lady Graça precisa deles, os pequenos heróis correm para o lado da sua governante.\Os 7A e Lorde Engomadinho planejam uma festa surpresa para Lady Graça. / Os Sombrios se disfarçam como os novos vizinhos dos 7A – Os Grins – com objetivo de ganhar acesso à mina de diamantes.\LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\062620\070048\Enrolados outra vez - A Série\ \1\8\ \2017\ \ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\070048\080119\Enrolados outra vez – Rainha por Um Dia\ \ \ \Joe Oh\2017\Rapunzel, após se reencontrar com seus verdadeiros pais, o rei Frederic e a rainha Arianna, tenta se adaptar à sua nova vida e encara diversas aventuras com seu namorado José e seus amigos, para descobrir o mistério do seu novo cabelo loiro de vinte metros de comprimento.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\080120\082528\Hotel Transylvania – A Série\Episódio 15\1\15\Genndy Tartakovsky\2017\Bem-vindo ao Hotel Transilvânia, o luxuoso resort cinco estacas do Drácula, onde monstros e suas famílias podem relaxar e onde humanos não entram. Um fim de semana especial, Drácula (Adam Sandler) convidou seus melhores amigos, Frankenstein e a esposa, a Múmia, o Homem Invisível, a família do Lobisomem e vários outros para comemorar o aniversário de 118 anos de sua querida filha Mavis (Selena Gomez). Receber todos esses monstros famosos é fácil para o Drácula, mas a festa realmente começa quando um cara comum chega ao hotel, e aí tudo pode mudar!\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\082529\090129\Star vs. as Forças do Mal\Orientação Vocacional / Faixa Vermelha\2\15\ \2016\“Star vs. As Forças do Mal” acompanha Star, uma determinada princesa adolescente de outra dimensão. Após receber uma poderosa varinha mágica no seu aniversário de 14 anos, Star é enviada à Terra por seus pais para viver com a família Dias e seu responsável filho, Marco. Ela traz o seu estilo único e interdimensional ao novo lar. Ao lado de Marco, Star navega pelo colégio e embarca em aventuras por várias dimensões do multiverso, protegendo sua varinha das garras do seu arqui-inimigo, Ludo, e de suas monstruosas forças do mal.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\090130\092605\Gravity Falls: Um Verão de Mistérios\Estranhagedon 2: Fuga da Realidade\2\39\Alex Hirsch \2013\Gravity Falls: Um Verão de Mistérios é uma série de animação cômica sobre os gêmeos Dipper e Mabel, dois garotos urbanos que vão passar as férias de verão com seu velho e rabugento tio-avô, Stan (mais conhecido como “Grunkle Stan”), que mora no povoado de Gravity Falls, no Oregon.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\092605\100022\Ducktales – Os Caçadores de Aventuras\ \1\7\ \2017\Baseado na clássica e amada série da Disney, "Ducktales" revive as aventuras do Pato Donald e seus três sobrinhos com o Tio Patinhas e vários outros personagens adoráveis.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\100022\101359\Rua Dálmatas 101\ \1\21\ \2018\ \ \LIVRE - NÃO HÁ INADEQUAÇÕES\Reino Unido\04
20200301\101400\102635\Vá embora, Unicórnio!\ \1\40\ \2018\Vá embora, Unicórnio! As divertidas aventuras de uma esperta, forte, decidida e muito certinha menina chamada Alice e seu bagunceiro e apaixonante melhor amigo, Unicórnio.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
20200301\102636\110019\As Enroladas Aventuras da Rapunzel\ \2\47\ \2018\Rapunzel suspende sua coroação para ir em busca de aventuras épicas, e seu pai, o rei, vai ter que aceitar que sua filha agora é uma jovem independente. Mas, quando seu cabelo volta a crescer repentinamente, ela tem que assumir suas qualidades mágicas, com tudo que isso significa.\ \LIVRE - NÃO HÁ INADEQUAÇÕES\Estados Unidos\04
